asin,title,description,imUrl
B000052XWL,"Dr. Scholl's Dynastep Pain Relief Orthotics Inserts, Men's Size 8-13, 1-Pair Packages","Advanced Pain Relief for the Arch, Heel, Knee, Leg and Back.&nbsp;Clinically Proven U-shape design to relieve movement-related pain and fatigue.Clinically Proven Pain Relief.&nbsp;Dr. Scholl's&reg; DynaStep&reg; Inserts are clinically proven to relieve movement-related pain and fatigue in your lower body:Back PainFoot PainKnee PainHeel PainLeg PainArch PainIf you experience one or more of these lower body pains, they may stem from the same source - inadequate foot support. Without proper support your foot can roll inward and flatten more than it should.&nbsp;&nbsp; This puts added strain on your arch, heel, knee, leg and back and can pull your lower body painfully out of alignmet.&nbsp; DynaStep Inserts have a contoured U-shaped design that gently cradles each foot to provide the support you need.Proven Effective for Pain Relief.*Pain SitePercent of People Tested Who Rated DynaStep Inserts Effective for Pain ReliefBack Pain84%Knee Pain84%Leg Pain89%Foot Pain90%Heel Pain92%Arch Pain92%*Independent Clinical Study, 1995.&nbsp; Study Duration:&nbsp; 4 Weeks.&nbsp; Results on File.Advanced Pain Relief SystemDynaStep Inserts work in four important ways to provide relief from pain and fatigue:Cup your feet for improved stability and balanceProvide superior shock absorption and protectionSupport your arch to stop inward rollingCradle your foot to guide movementAccepted:&nbsp; American Podiatric Medical Association",http://ecx.images-amazon.com/images/I/41JGRTYTDDL._SY300_.jpg
B000052XTU,"Futuro Therapeutic Support Open Toe Knee High, X-Large, Nude, Firm Compression, Reinforced Heel, 1 Pair","Doctor Recommended for Tired, Achy Legs.Futuro&nbsp;Therapeutic Open Toe&nbsp;Knee Highsprovide the medically proven benefits of graduated compression in comfortable and attractive styles.&nbsp;Soft, attractive materials in a neutral toneOpen toe design with comfortable, smooth finishingGreat for open toe shoesComfortable band to prevent slipping and bindingReinforced hell for added durabilityFuturo&reg; Therapeutic Support Hosiery takes you beyond everyday support.&nbsp; our medically proven graduated compression knitting technology energizes your legs and helps relieve discomfort from moderate ankle swelling.&nbsp; May also aid in the treatment of mild post-phelbitic syndrome and help to reduce the risk of clotting after minor vein surgery.&nbsp; Ideal for everyday day, especially when you are standing or sitting for long periods, walking or traveling.Relief.&nbsp; You will feel invigorated as our graduated compression technology applies the right amount of pressure to your legs where they need it most, encouraging healthier blood flow and increasing circulation.&nbsp; It's like an all day massage for your legs.Comfort.&nbsp; Designed using the most innovative materials, you will experience outstanding comfort and fit.&nbsp; Reliable, soothing support allows you to stay active and do the things you want to do with pleasure and ease.Style.&nbsp; Our Therapeutic Support Hosiery provides a natural look with the effective support you need.Maximum compression at the ankle decreases gradually up the leg.Size Chart:Calf Measurement (Inches)&nbsp; 11""&nbsp; 12""&nbsp; 13""&nbsp; 14""&nbsp; 15""&nbsp; 16""&nbsp; 17""&nbsp;18""&nbsp;&nbsp;14"" (From floor to bend in knee)smallsmallsmallsmallmedmedlargelarge35.5cm15""smallsmallsmallmedmedlargelargelarge38cm16""smallsmallmedmedmedlargelargelarge40.5cm17""smallmedmedmedmedlargelargex-lg43cm18""medmedmedmedlargelarge&nbsp;x-lgx-lg45.5cm19""medmedmedmedlargex-lgx-lgx-lg48cm&nbsp;&nbsp;28cm30.5cm33cm35.5cm38cm40.5cm4345.5cm&nbsp;&nbsp;Average Sizing Selection Chart&nbsp;US. Shoe Size&nbsp; European Shoe Size&nbsp; Futuro Hose Size&nbsp;7 and under&nbsp; 40 and under&nbsp; Small&nbsp; 7 1/2-10&nbsp; 41-42&nbsp; Medium&nbsp; 10 1/2-12&nbsp; 43-44&nbsp; Large&nbsp; 12 1/2 and under&nbsp; 45 and over&nbsp; Extra LargeIf your height/weight fall in between two sizes, we recommend purchasing the larger size for your comfort.&nbsp;Firm&nbsp;Compression Knee High&nbsp;(20-30 mm/Hg*).&nbsp;X-Large, Reinforced Heel. #005006*The mean compression for an average ankle size.Futuroguarantees its products to be of the highest quality.&nbsp; If you should receive a defective product, please wash and return it for full reimbursement value.For more information on the full line ofFuturoSupport Hosiery and Socks see our Style Guide inside or visit our website atFuturo.com.Made in USA",http://ecx.images-amazon.com/images/I/31dCutQPTQL._SY300_.jpg
B000052XD6,Refresh Lacri-Lube Lubricant Eye Ointment -- 0.25 oz,"Economy SizeStrong Relief for Dry, Irritated EyesFor Nighttime Relief of Dry Eyes.&nbsp; Ideal for use at bedtime.",http://ecx.images-amazon.com/images/I/515AV1H4PAL._SY300_.jpg
B000052XWT,"Dr. Scholl's Flexo Foam Arch Supports, Women's 8-9 - 1 pair","Supports the arch area to help relieve painComforts tired, sore, aching feet.Distributes weight evenly to help relieve painful pressure.Dr. Scholl's Flexo Foam Arch Supports' unique contoured design provides added support and cushioning comfort to your tired, aching feet. These inserts help relieve painful pressure by evenly distributing your body weight and supporting you longitudinal an metatarsal arches. They also help prevent sore heels and calluses and fit comfortably in most style shoes.",http://ecx.images-amazon.com/images/I/410S3EXNJCL._SY300_.jpg
B000052XPJ,"Compound W Wart Remover, Maximum Strength, Fast-Acting Liquid, 0.31 fl oz",Salicylic Acid. Painlessly removes common & plantar warts. Convenient brush applicator. Safe and effective.,http://ecx.images-amazon.com/images/I/51B9TCQQY7L._SY300_.jpg
B000052XNY,"Johnson &amp; Johnson Waterproof Tape, 1/2-Inch 1 roll","1/2 inch x 10 yards. Secures bandage around wound. Adheres securely, tears easily.",http://ecx.images-amazon.com/images/I/21995THJYCL.jpg
B000052XV3,Desenex Shake Powder Antifungal 3 oz.,"2% Miconazole nitrate, antifungal. Prescription strength. Super absorbent formula. Cures athlete's foot. Relieves itching & burning. Product packaged by weight not volume.",http://ecx.images-amazon.com/images/I/1122X3V2KWL.jpg
B000052XY6,Transversal 20mm PlantarPatch Wart Remover Kit 10 ea,"Advanced treatment for wartsUnique, controlled, site-specific delivery of medicat",http://ecx.images-amazon.com/images/I/21CSXMYDFWL.jpg
B000052XCA,"Bausch &amp; Lomb Advanced Eye Relief Rejuvenation Lubricant Eye Drops, 1-Ounce Bottle","Soothing dry eye relief. Effectively moisturizes dry eyes. Soothes, refreshes and comforts irritated eyes. Safe and gentle enough to use as often as needed.",http://ecx.images-amazon.com/images/I/41WX0HE99YL._SY300_.jpg
B000052XTC,"Futuro Support Socks Dress Socks, Men's, Medium, Black, Firm, Reinforced Toe/Heel, 1 Pair","Doctor recommended for tired, achy legs.Futuro&reg; Men's&nbsp;Firm Support&nbsp;Dress Socks provide&nbsp;the medically proven benefits of graduated compression in comfortable and attractive styles.Attractive materials for a fashionable lookGreat fit with full-cut toeComfortable band to prevent slipping and bindingReinforced toe and heel formaximum durabilityFuturo&reg;Men's Firm Support Socks takes you beyond everyday support.&nbsp; Our medically proven graduated compression knitting technology energizes your legs and helps relieve discomfort from chronic tired, aching legs and helps relieve discomfort from chronic tired, achy legs, more pronounced varicose veins, and moderate ankle swelling.&nbsp; It may also aid in the treatment of mild post-phlebitic syndrome.&nbsp; Ideal for every day, especially when you are standing or sitting for long periods, walking or traveling.Relief.&nbsp;You will feel invigorated as our graduated compression technology applies the right amount of pressure to your legs where they need it most, encouraging healthier blood flow and increasing circulation.&nbsp; It's like an all day massage for your legs.Comfort.&nbsp;You will experience outstanding comfort and fit.&nbsp; Reliable, soothing support allows you to stay active with confidence and do the things you want to do with pleasure and ease.Style.&nbsp;Our Support Socks incorporate all of the attractive features of regular dress socks, while providing the effective support you need.Maximum compression at the ankle decreases gradually up the leg.Size&nbsp;Medium Fits: Length is measured from floor to bend in the knee (inches).Length 14"" (35.5cm)&nbsp;Calf&nbsp;15""-16"" (38cm-40.5cm).Length 15"" (38cm)&nbsp;Calf&nbsp;14""-15"" (38cm-40.5cm).Length 16"" (40.5cm) Calf 13""-15"" (33cm-38cm).Length 17"" (43cm) Calf&nbsp;12""-15"" (30.5cm-38cm).Length 18"" (45.5cm) Calf&nbsp;11""-14"" (28cm-35.5cm).Length 19"" (48cm) Calf&nbsp;11""-14"" (28cm-35.5cm).Average Sizing Selection Chart&nbsp;U.S. Shoe Size&nbsp;European Shoe Size&nbsp; Futuro Hose Size&nbsp; 7 and under&nbsp; 40 and under&nbsp; Small&nbsp; 7 1/2 - 10&nbsp; 41 - 42&nbsp; Medium&nbsp;10 1/2 - 12&nbsp;43-44&nbsp;Large&nbsp; 12 1/2 and over&nbsp; 45 and over&nbsp; Extra LargeIf your height/weight fall between two sizes, we recommend purchasing the larger size for your comfort.&nbsp; For best results, consult your physician for proper sizing.Men's Dress Socks.&nbsp;&nbsp;Medium size. Firm compression (20-30 mm/Hg*). Black. #005613*The mean compression for an average ankle size.For more information on the full line ofFuturo&reg;Support Hosiery and Socks see our Style Guide inside or visit our website atFuturo.com.Futuro guarantees its products to be of the highest quality. If you should receive a defective product, please wash and return it for full reimbursement value.Made in the USA",http://ecx.images-amazon.com/images/I/510NS4Z5TPL._SY300_.jpg
B000052XSI,"Ace Sports Tape, 10 yards-4 Rolls",Value Pack - Four RollsEach Roll: 1 1/2 in. x 360 in. (10 yards).,http://ecx.images-amazon.com/images/I/212ANZ8ZPJL.jpg
B000052XQV,Nexcare Earloop Mask - 20 ea,"Filters out 99% of wearer's exhaled bacteria.*Resists fluidsLightweight, Breathable.Easy to put on, no strings to tie.Nexcare Earloop Mask is a fluid resistant single use mask that helps protect others from bacteria exhaled by the wearer and helps reduce exposure of the wearer to splashes of blood and body fluids.&nbsp; This lightweight mask was designed to provide comfort and easy breathing.*As determined by the modified Greene and Vesley test method.",http://ecx.images-amazon.com/images/I/31NVDNRNSGL.jpg
B000052XX3,Dr. Scholl's Massaging Gel Insoles Women's 6-10 - Pair,Trim to fit! Cushioning & shock absorption. Ideal for comfort from heel to toe. Outrageous cushioning & shock absorption. Softest gel you can buy. Made in China.,http://ecx.images-amazon.com/images/I/411WXCHA1WL._SY300_.jpg
B000052Y45,Alophen Enteric Coated Stimulant Laxative - 100 ea,"Bisacodyl Tablets USP
100 Tablets, 5mg each

For the relief of occasional constipation and irregularity. Alophen generally produces bowel movement in 6 to 12 hours.",http://ecx.images-amazon.com/images/I/21ZXFQA8M5L.jpg
B000052XTB,"Futuro Support Socks Dress Socks, Men's, Large, Black, Firm, Reinforced Toe/Heel, 1 Pair","20-30 mm/Hg Compression (The mean compression for an average ankle size). Doctor recommended for tired, achy legs. Futuro Men's Firm Support Socks take you beyond everyday support. Our medically proven graduated compression knitting technology energizes your legs and helps relieve discomfort from chronic tired, achy legs, more pronounced varicose veins, and moderate ankle swelling. It may also aid in the treatment of mild post-phlebitic syndrome. Ideal for every day, especially when you are standing or sitting for long periods, walking or traveling. Relief: You will feel invigorated as our graduated compression technology applies the right amount of pressure to your legs where they need it most, encouraging healthier blood flow and increasing circulation. It's like an all day massage for you legs. Comfort: You will experience outstanding comfort and fit. Reliable, soothing support allows you to stay active with confidence and do the things you want to do with pleasure and ease. Style: Our Support Socks incorporate all of the attractive features of regular dress socks, while providing the effective support you need. Maximum compression at the ankle decreases gradually up the leg. Sizing Selection Chart - Shoe Size 7 and Under: Futuro Hose Size Small. Shoe Size 7-1/2 - 10: Futuro Hose Size Medium. Shoe Size 10-1/2 - 12: Futuro Hose Size Large. Shoe Size 12-1/2 and Over: Futuro Hose Size Extra Large. Black available in all sizes. Navy and Brown in Medium and Large only. Futuro Men's Mild Support Dress Socks provide the benefits of graduated compression with the features and styling or fashionable dress socks. Attractive materials for a fashionable look. Great fit with full-cut toe. Comfortable band to prevent slipping and binding. Reinforced toe and heel for maximum durability. Made in USA.",http://ecx.images-amazon.com/images/I/41GG14NH4SL._SY300_.jpg
B000052XUL,Dr. Scholl's Corn Removers - 9 ea,9 Pads; 9 Medicated Disks. Salicylic Acid. With ComfortPlus cushioning. Removes painful corns with as few as 2 treatments (7 Out of 10 users experience removal of the corn within 14 days with 2 treatments). Soft pad cushions corn from painful shoe pressure and friction. Medicated disk safely removes corn.,http://ecx.images-amazon.com/images/I/41GQG4WEMGL._SY300_.jpg
B000052XUG,Dr. Scholl's Foam Ease Corn Cushions - 9 ea,"Cushions smaller corns for long lasting pain relief. Ease painful shoe pressure and friction. Cushions longer than store brands. Soft latex foam. Won't catch on hosiery. Self-stick, waterproof adhesive holds cushion in place. Made in USA.",http://ecx.images-amazon.com/images/I/41ThX9SaieL._SY300_.jpg
B000052Y92,"Mentadent Fluoride Toothpaste with Baking Soda &amp; Peroxide, Fresh Mint, Refill - 5.2 oz","The Ingredients Dentists Recommend Most for the Care of Teeth and Gums50% More Toothpaste Than in Regular Size Pump.ADA (American Dental Association&reg;)&nbsp;Accepted.""Mentadent&reg; Fluoride Toothpaste has been shown to be an effective decay-preventive dentifrice that can be of significant value when used as directed in a conscientiously applied program of oral hygiene and regular professional care. This product has not been shown to have a therapeutic effect on periodontal diseases.""Council on Scientific Affairs - American Dental AssociationCavity Protection Formula:Contains fluoride to help prevent cavities.Refreshing clean taste.Leaves your mouth so clean you can feel it!Baking Soda &amp; Peroxide are kept separate and fresh. The ingredients combine to create active and powerful oxygen bubbles. Bubbling action formula helps leave your whole mouth feeling clean.Easy-To-Use RefillWhen your Mentadent pump is empty, simply remove the empty cartridge and insert the Refill. It's easy, clean and convenient.This product contains no sugar, like all ADA-Accepted toothpastes.Note:This refill cartridge must be used with a base from a full size Mentadent; it will not function as a stand-alone unit. Base not included.",http://ecx.images-amazon.com/images/I/31J05Q6G65L.jpg
B000052XWP,Dr Scholls Dyna Step-Women's,"Advanced Pain Relief for the Arch, Heel, Knee, Leg and Back.&nbsp;Shock Absorbing Comfrel&reg; Material.Clinically Proven U-shape design to relieve movement-related pain and fatigue.Clinically Proven Pain Relief.&nbsp;Dr. Scholl's&reg; DynaStep&reg; Inserts are clinically proven to relieve movement-related pain and fatigue in your lower body:Back PainFoot PainKnee PainHeel PainLeg PainArch PainIf you experience one or more of these lower body pains, they may stem from the same source - inadequate foot support. Without proper support your foot can roll inward and flatten more than it should.&nbsp;&nbsp; This puts added strain on your arch, heel, knee, leg and back and can pull your lower body painfully out of alignmet.&nbsp; DynaStep Inserts have a contoured U-shaped design that gently cradles each foot to provide the support you need.DynaStep Inserts are clinically proven to relieve movement-related pain and fatigue in your lower body.DynaStep Inserts Clinical Results.*Pain SitePercent of People Tested Who Rated DynaStep Inserts Effective for Pain ReliefBack Pain84%Knee Pain84%Leg Pain89%Foot Pain90%Heel Pain92%Arch Pain92%*Independent Clinical Study, 1995.&nbsp; Study Duration:&nbsp; 4 Weeks.&nbsp; Results on File.Advanced Pain Relief SystemDynaStep Inserts are lightweight and flexible and use the same patented technology found in custom orthotics.DynaStep Inserts work in four important ways to provide relief from pain and fatigue:cup your feet for improved stability and balanceprovide superior shock absorption and protectionsupport your arch to stop inward rollingcradle your foot to guide movementAccepted:&nbsp; American Podiatric Medical Association",http://ecx.images-amazon.com/images/I/4126S88PB5L._SY300_.jpg
B000052XL8,Trojan Ultra Thin Lubricated Latex Condom - 12 ea,"America's number 1 condom. Trusted for over 80 years. Helps reduce the risk of pregnancy and sexually transmitted diseases. If used properly, latex condoms will help to reduce the risk of transmission of HIV infection (AIDS) and many other sexually transmitted diseases. Thinnest Trojan Latex Condom - Designed for ultra sensation; The Strength of a Regular Trojan Latex Condom; Made from Premium Quality Latex - To help reduce the risk; Silky Smooth Lubricant - For comfort and sensitivity; Special Reservoir End - For extra safety; Each Condom is Electronically Tested - To help ensure reliability. Trojan Brand Latex Condoms, when used properly, are highly effective against pregnancy - although no contraceptive can guarantee 100% effectiveness. Any use of Trojan Brand Latex Condoms for other than vaginal intercourse can increase the potential of damage to the condom. Trojan Brand Latex Condoms, when used properly, may help reduce the risk of catching or spreading many Sexually Transmitted Diseases (STDs), such as syphilis, gonorrhea, chlamydia infections, genital herpes, and AIDS; however, they cannot eliminate the risk. For maximum benefits, it is important to follow the instructions for use printed on the inner side of this package. Failure to do so may result in the loss of the benefits of a condom. During intimate contact, lesions and various body fluids can transmit STDs. Therefore, a new condom should be applied each and every time before any such contact occurs. Triple tested. Trojan quality. Always insist on Trojan - America's No. 1 Condom.",http://ecx.images-amazon.com/images/I/2155KK50CVL.jpg
B000052XU2,"Futuro Wrist Support, Wrap Around, One Size/ADJ, 1 support","ADJ - One size adjust to fit. Firm support. Designed to prevent re-injury. Futuro offers a wide range of variety quality products to support your active life. Each and every product is designed for comfort and fit combined with a natural appearance. Designed to provide firm support, comfort and fit. Helps keep muscles flexible during increased activity. Size: Female or male, this support is adjustable to fit all sizes. This Wrap Around Wrist Support is carefully designed to provide comfort and fit to support your active life. Made in U.S.A.",http://ecx.images-amazon.com/images/I/51ol6dnzJTL._SY300_.jpg
B000052XWQ,"Dr. Scholl's Flexo Foam Arch Supports, Men's Size 10-11 - 1 pair",Dr. Scholl's Arch Supports unique contoured design provides added support and cushioning comfort to your feet. These inserts help relieve painful pressure by evenly distributing your body weight and supporting your longitudinal and metatarsal arches. They also help prevent sore heels and calluses and fit comfortably in any style shoe.,http://ecx.images-amazon.com/images/I/419SGWF5K4L._SY300_.jpg
B000052YAG,"Reach Easy Slide Dental Floss, 40-Yard Dispensers (Pack of 6)",Ultra shred-resistant floss. Slides easier. The floss dentists use most. Reach Easy Slide dental floss is made of an ultra shred-resistant material that is designed to slide easily between even the tightest of teeth. Dentists recommend regular flossing. Flossing has been clinically proven to remove plaque between to help prevent gum disease.,http://ecx.images-amazon.com/images/I/513DQ5BSCML._SY300_.jpg
B000052Y9Q,Butler G-U-M Orthodontic Wax - 1 ea,Butler G-U-M Orthodontic Wax - 1 ea,http://ecx.images-amazon.com/images/I/51gAEflrjNL._SY300_.jpg
B000052XNL,"Johnson &amp; Johnson All Purpose Cloth Tape, 1/2 Inch 1 roll","Hypo-allergenic. Strong, durable, and breathable for long-lasting protection. Non-irritating paper. Hypoallergenic and breathable for sensitive skin. Ideal when frequent bandage changes are required. All purpose clear. Transparent, flexible, and breathable. Less noticeable protection that conforms to hard-to-tape areas. Waterproof. Extra strong and durable. Stays on wet.",http://ecx.images-amazon.com/images/I/51oPxRWsPUL._SY300_.jpg
B000052XGD,"Almay Roll-On Antiperspirant &amp; Deodorant, Unscented - 1.5 fl oz",Hypo-Allergenic.,http://ecx.images-amazon.com/images/I/31K1TTY3GJL._SY300_.jpg
B000052Y71,"Williams Lectric Shave Electric Razor Pre-Shave, Tenderface - 3 fl oz","Williams Lectric Shave Tenderface is formulated for tender skin for a closer, smoother easy shave. Stands whiskers up stiff, to help your razor shave shockingly close Lets your razor glide for less friction and skin irritation Soothes for a more comfortable shave and smoother skin I get a clean, smooth shave when I use Lectric Shave.",http://ecx.images-amazon.com/images/I/418KF629DNL._SY300_.jpg
B000052Y4Q,PEDIA-LAX Children's Enema-2.25oz,"Latex free. Soft, flexible Comfortip. Used most in hospitals. Complete enema in a disposable squeeze bottle with soft, pre-lubricated Comfortip. Protective shield prevents contamination. Pre-lubricated Comfortip for ease of insertion. One-way safety valve controls flow and prevents reflux. Easy squeeze bottle. Fleet Enemas are latex free. Allergic reaction to materials containing latex is a growing and serious medical problem. Sodium content 2.2 g.",http://ecx.images-amazon.com/images/I/41AFMKXTZEL._SY300_.jpg
B000052Y4I,Ex-Lax Maximum Strength Laxative Pills-48 ct.,Relieves occasional constipation (irregularity). Generally produces bowel movement in 6 to 12 hours.,http://ecx.images-amazon.com/images/I/5126UU7ddUL._SX300_.jpg
B000052YA6,"Colgate Plus Bi-Level, Medium Full Head Toothbrush - 1 ea ( color may vary)",Plus Bi-Level Bristles. Fits your teeth and mouth for a clean you can feel. Two levels of bristles fit the contours of your teeth to clean the surface and in between. Diamond-shaped head narrows at tip for easy access to back teeth. Dentists & Hygienists recommend replacing your toothbrush every 3 months.,http://ecx.images-amazon.com/images/I/31DnIE96SlL._SY300_.jpg
B000052YAH,"Reach Fluoride Mint Waxed Dental Floss, 55 yds.","Better than ever! Slides more easily. Extra shed resistant. Fluoride Formula Dental Floss cleans between teeth and along the gum line, where cavities and gum disease can start. Flossing has been clinically proven to remove plaque between teeth to help prevent gum disease.",http://ecx.images-amazon.com/images/I/51PYj68Q7IL._SY300_.jpg
B000052Y5U,Metamucil Psyllium Fiber Supplement Orange Sugar Smooth Texture Powder 72 Doses,,http://ecx.images-amazon.com/images/I/51CbMGCBhyL._SY300_.jpg
B000052YC8,"Polident Partials 5 Minute Cleanser, Tablets , 36 tablets","Triple mint fresh odor control. Cleans tough stains. Safe on metal surfaces. Uniquely formulated for partials to clean tooth and metal surfaces in only 5 minutes! For better odor control, use Polident every day! Even if you brush your partial every day, you're missing something. Brushing alone can miss odor-causing plaque and food particles trapped in crevices. Polident has Poli-Vescent Power, special cleaning agents and stain-attacking enzymes that family toothpastes don't have, to scrub out what brushing can miss. Use daily for better odor control. Cleans tough stains on tooth and metal surfaces. Safe for orthodontic retainers. Cleans where brushing can miss! Made in the U.S.A.",http://ecx.images-amazon.com/images/I/31A5S59FAVL.jpg
B000052YAQ,"Reach Gentle Gum Care, Mint Woven Floss, Fluoride 50 yards","Gentle on gums, tough on plaque. Gentle Gum Care is a unique floss, designed to be especially gentle on even the most sensitive gums, making flossing a more pleasant experience. Only Gentle Gum Care releases a refreshing burst of mint as you floss, to leave your mouth feeling clean. Dentist recommended regular flossing. Flossing has been clinically proven to remove plaque between teeth to help prevent gum disease. Made in USA.",http://ecx.images-amazon.com/images/I/51HRq6reNBL._SY300_.jpg
B000052Y69,"Clubman Moustache Wax with Comb, Brown","CLUBMAN  For Moustaches, Beards and Sideburns.The original PINAUD  CLUBMAN MOUSTACHE WAXFamous since 1810GROOMING, STYLING &amp; COLOR TOUCH-UPSFOR MOUSTACHES, BEARDS, SIDEBURNSShades: Neutral (White), Blonde, Black, Brown, Chestnut (Chatain).",http://ecx.images-amazon.com/images/I/1112ASSW2ML.jpg
B000052YAD,Crest Glide Dental Floss,Dentist recommended brand. Shred resistant. Effectively removes plaque. Experience the Glide difference. Silky smooth texture slides easily between teeth. Effectively removes tough plaque between teeth and just below the gum line.,http://ecx.images-amazon.com/images/I/51VrwgmbJhL._SY300_.jpg
B000052YAK,"Reach Dental Floss, Unwaxed/Unflavored, 55 yd (50.2 m)",The one dentists use most. ADA Accepted (American Dental Association). Dentists recommend regular flossing. Flossing has been clinically proven to remove plaque between teeth to help prevent gum disease.,http://ecx.images-amazon.com/images/I/51P5E0X44PL._SY300_.jpg
B000052YBA,Oral B Super Floss Pre-Cut Strands-50 ct,"Please note: Due to product improvements, the image shown may temporarily appear different from the product received.Stiffened end to thread floss under appliances.Spongy floss to clean around appliances and in wide spacesRegular floss to remove plaque under gumline50 Pre-Cut StrandsQuestions? Comments? 1-800-566-7252",http://ecx.images-amazon.com/images/I/311VWVP022L.jpg
B000052YBV,Cushion Grip Thermoplastic Denture Adhesive - 1 oz,"One application holds dentures up to 4 full days!Cushion Grip Denture Adhesive controls loose dentures by reducing looseness and shifting and a single application lasts up to 4 days of daily cleaning, soaking and brushing. Won't wash off in water. Even after repeated cleaning, Cushion Grip Denture Adhesive remains soft and pliable. Recreates a secure seal each time you reinsert your dentures. Cushion Grip Denture Adhesive is SAFE for all plastic and porcelain plates.Cushion Grip Denture Adhesive lets you control loose dentures so you can feel comfortable and secure.",http://ecx.images-amazon.com/images/I/41NSMRMGMWL._SX300_.jpg
B000052YAZ,Mentadent Medium Full Head Toothbrush - 1 ea (colors may vary),1)Flared Side Bristlesto massage and stimulate gums2)Multi-Level Interior Bristlesto effectively clean teeth3)Rubber Gripto enhance control,http://ecx.images-amazon.com/images/I/21eq84FNwsL.jpg
B000052XWZ,Dr. Scholl's Massaging Gel Ball of Foot Cushions 1 pr,"Dr. Scholl's Gel Ball of Foot Cushions are made with a technologically advanced, soft polymer gel, guaranteed not to rupture or leak! These Ball of Foot Cushions reduce painful pressure while comforting and soothing the sensitive ball of foot area. Made with a soft, absorbent topcloth.",http://ecx.images-amazon.com/images/I/41GDQP55VNL._SY300_.jpg
B000052XXJ,"Dr. Scholl's Pedicure Essentials Soap'n Soak Instant Foot Bath, Packets - 4 ea","Soothing foot bath softens dry, rough skin and relaxes tired, aching feet.Pamper your tired, tender feet with this lightly scented, easy to use foot bath. Just add a packet of this special formula to warm water and start soaking away foot discomfort. Your feet will feel refreshed, relaxed, revitalized. Dr. Scholl's&reg; Pedicure Essentials&reg; Soap'n Soap&reg; is the perfect &quot;pick-up&quot; at the end of a busy day.Made in U.S.A.",http://ecx.images-amazon.com/images/I/4114046HZML._SY300_.jpg
B000052YCF,"Sea-Bond Denture Adhesive, Lowers - 15 ea",DENTURE/TOOTH CARE,http://ecx.images-amazon.com/images/I/51zeAGFoOwL._SY300_.jpg
B000052YA7,"Colgate Plus Bi-Level, Soft Full Head Toothbrush - 1 ea",&lt;P&gt;&lt;STRONG&gt;Bi-Level Bristles.&#xA0; Cleans Between Teeth.&lt;/STRONG&gt;&lt;/P&gt; &lt;P&gt;Fits your teeth&#xA0;and&#xA0;mouth to get your teeth really clean.&lt;/P&gt; &lt;UL&gt; &lt;LI&gt; &lt;DIV&gt;Two levels of bristles fit the contours of your teeth to clean the surface and between.&lt;/DIV&gt; &lt;LI&gt; &lt;DIV&gt;Diamond Shaped Head narrows at tip for easy access to back teeth.&lt;/DIV&gt; &lt;LI&gt; &lt;DIV&gt;Rubber gripped handle for better control.&lt;/DIV&gt; &lt;LI&gt; &lt;DIV&gt;End rounded bristles to protect enamel and gums.&lt;/DIV&gt;&lt;/LI&gt;&lt;/UL&gt; &lt;P&gt;Dentists & Hygienists recommend replacing your toothbrush every 3 months.&lt;/P&gt; &lt;P&gt;Colors may vary.&lt;BR&gt;Made in USA.&lt;/P&gt;,http://ecx.images-amazon.com/images/I/11AW1NMMJ1L.jpg
B000052YBR,"Tek Professional Medium Straight Toothbrush, Colors May Vary",Tapered head for easy access to back teeth. Curved handle conforms to your hand for comfort and control. Easy grip handle/thumb rest for better control. End-rounded DuPont nylon bristles to help protect tooth enamel and gums. StraightMedium - Colors will vary,http://ecx.images-amazon.com/images/I/11MXTPZGBVL.jpg
B000052YAU,Reach Easy Slide Mint 40 yards,Floss for tight teeth is mint flavored and waxed.,http://ecx.images-amazon.com/images/I/21SJWHRY14L.jpg
B000052YAN,"Reach Dentotape Extra Wide Unflavored Floss, Waxed, 100yds",Extra wide cleaning surface. ADA Accepted - American Dental Association. The floss dentists use most. Dentotape ribbon floss gives you extra cleaning surface for effective plaque removal. Flossing has been clinically proven to clean away the plaque from between teeth that brushing and rinsing can't remove. Made in USA.,http://ecx.images-amazon.com/images/I/41GZJWF0V2L._SY300_.jpg
B000052Y44,BD Home Sharps Container - 1 ea,The B-D Home Sharps Container is a leak-proof and puncture-resistant container designed for the disposal of used insulin syringes and lancets. The B-D Home Sharps Container is a convenient and safe way to dispose of syringes and lancets that helps protect your family and the environment.,http://ecx.images-amazon.com/images/I/31GJeyVZZZL.jpg
B000052Y8Z,Dentemp O.S. One Step Filling Material - 1 ea,"Dentemp O.S. One Step Filling Material Replaces lost fillings and cements loose caps, crowns and inlays until you can see your dentist. Dentemp O.S. One Step Filling Material Secures loose crowns. No mixing. Safe to eat on. Instant Pain relief formula. This is a temporary remedy meant to replace a lost filling or inlay until you have a chance to visit your dentist. Made in Italy.",http://ecx.images-amazon.com/images/I/212HJTRD64L.jpg
B000052XXM,Dr. Scholl's Odor Destroyers Super Comfort Insoles - 1 pr,"Concentrated layer of ultra-effective activated charcoal absorbs and neutralizes unpleasant odors.Insoles absorb perspiration to keep feet fresh, dry and comfortable all day.Durable foam constriction provides long lasting comfort and protection.Deodorizing action continues even after you take shoes off.",http://ecx.images-amazon.com/images/I/41gWHOFMZeL._SY300_.jpg
